Date,Value,Rate
31/01/2019,-0.236,EUR6M
31/01/2020,1.0683,CHF
31/01/2020,-0.454,EONIA
31/01/2020,-0.284,EUR12M
31/01/2020,-0.454,EUR1M
31/01/2020,-0.506,EUR1W
31/01/2020,-0.393,EUR3M
31/01/2020,-0.338,EUR6M
31/01/2020,0.84,GBP
31/01/2020,120.2,JPY
31/01/2020,10.2152,NOK
31/01/2020,1.1092,USD
31/03/2020,1.0603,CHF
31/03/2020,-0.4370000000000001,EONIA
31/03/2020,-0.171,EUR12M
31/03/2020,-0.423,EUR1M
31/03/2020,-0.511,EUR1W
31/03/2020,-0.363,EUR3M
31/03/2020,-0.287,EUR6M
31/03/2020,0.8891,GBP
31/03/2020,118.779,JPY
31/03/2020,11.4808,NOK
31/03/2020,1.1023,USD
31/05/2019,-0.359,EONIA
31/05/2019,-0.168,EUR12M
31/05/2019,-0.378,EUR1M
31/05/2019,-0.392,EUR1W
31/05/2019,-0.322,EUR3M
31/05/2019,-0.25,EUR6M
31/07/2019,-0.358,EONIA
31/07/2019,-0.303,EUR12M
31/07/2019,-0.392,EUR1M
31/07/2019,-0.407,EUR1W
31/07/2019,-0.375,EUR3M
31/07/2019,-0.362,EUR6M
31/10/2019,-0.458,EONIA
31/10/2019,-0.273,EUR12M
31/10/2019,-0.4370000000000001,EUR1M
31/10/2019,-0.48,EUR1W
31/10/2019,-0.394,EUR3M
31/10/2019,-0.337,EUR6M
31/12/2019,1.0854,CHF
31/12/2019,-0.249,EUR12M
31/12/2019,-0.438,EUR1M
31/12/2019,-0.499,EUR1W
31/12/2019,-0.383,EUR3M
31/12/2019,-0.324,EUR6M
31/12/2019,0.8455,GBP
31/12/2019,121.81,JPY
31/12/2019,9.8392,NOK
31/12/2019,1.1213,USD
31/12/2019,,
,-0.446,EONIA
17/05/2020,1.0509,CHF
17/05/2020,0.8939,GBP
17/05/2020,115.82,JPY
17/05/2020,11.0219,NOK
17/05/2020,1.0812,USD
31/12/2019,-0.446,EONIA
